%time,field.data
1448552974813396545,1.39570176601
1448552974908132816,1.3957722187
1448552975008276072,1.39571988583
1448552975107970820,1.39572584629
1448552975208407289,1.3957092762
1448552975315646092,1.39576125145
1448552975418648605,1.39576280117
1448552975511980897,1.39571237564
1448552975625700674,1.39575648308
1448552975781190110,1.39582276344
1448552975878407738,1.39575576782
1448552975980352810,1.39577281475
1448552976085122325,1.39588105679
1448552976212372019,1.3958581686
1448552976314231539,1.39576494694
1448552976412426516,1.39574992657
1448552976511769279,1.39577627182
1448552976612551543,1.39573132992
1448552976717054211,1.39569401741
1448552976819996091,1.3956631422
1448552976981487156,1.39556002617
1448552977079478515,1.3955206871
1448552977192202543,1.3955848217
1448552977312259375,1.39565432072
1448552977413163401,1.39559996128
1448552977508158490,1.39556133747
1448552977608244053,1.3955514431
1448552977708287072,1.3955757618
1448552977808277919,1.39558517933
1448552977907674692,1.39552402496
1448552978008608458,1.39554798603
1448552978107723560,1.39557266235
1448552978209277256,1.39553833008
1448552978307888226,1.39560425282
1448552978409470345,1.39554929733
1448552978508118647,1.39562296867
1448552978608222466,1.39563596249
1448552978708252894,1.39554715157
1448552978808117321,1.39562809467
1448552978908042452,1.3956193924
1448552979008095539,1.39567673206
1448552979108203447,1.39574885368
1448552979208659533,1.39570689201
1448552979308462906,1.3957515955
1448552979412563872,1.39575338364
1448552979509002141,1.39573824406
1448552979609219685,1.3957362175
1448552979708859373,1.39583981037
1448552979808648705,1.39582788944
1448552979911072365,1.39583730698
1448552980011152521,1.39585256577
1448552980129140738,1.39592254162
1448552980290029713,1.39582371712
1448552980409045334,1.39577114582
1448552980508645280,1.39578688145
1448552980607932424,1.39577448368
1448552980709572913,1.39579164982
1448552980809123734,1.39575719833
1448552980910108924,1.39574110508
1448552981011228022,1.39563858509
1448552981172074413,1.3956297636
1448552981280834448,1.3956142664
1448552981379552222,1.39560163021
1448552981509807752,1.3957785368
1448552981695189977,1.39563143253
1448552981807722055,1.39564025402
1448552981920238201,1.39570605755
1448552982008530785,1.395586133
1448552982112349028,1.39569187164
1448552982219313613,1.39564192295
1448552982330270296,1.39566802979
1448552982435924148,1.39563465118
1448552982519569621,1.39556765556
1448552982612669229,1.39565777779
1448552982711369991,1.39565563202
1448552982813619535,1.39566683769
1448552982911851586,1.39560854435
1448552983011654261,1.39562284946
1448552983113193760,1.3956823349
1448552983215900315,1.3956360817
1448552983315537634,1.39574158192
1448552983411603925,1.39566075802
1448552983511763777,1.39568126202
1448552983612218824,1.39571154118
1448552983713448177,1.39576220512
1448552983812004500,1.39582777023
1448552983911991354,1.39572405815
1448552984018355800,1.39578390121
1448552984112553748,1.3958324194
1448552984213337597,1.3958003521
1448552984319280382,1.39584183693
1448552984413041829,1.39587056637
1448552984518098578,1.3958864212
1448552984620051224,1.39585638046
1448552984716703737,1.39585912228
1448552984815477731,1.39592695236
1448552984916327758,1.39587879181
1448552985014817837,1.39584076405
1448552985114055969,1.39587962627
1448552985211763685,1.39581644535
1448552985385107226,1.39592289925
1448552985485536427,1.39582180977
1448552985589343057,1.39596986771
1448552985684985940,1.39590656757
1448552985783277949,1.39593708515
1448552985885239775,1.39595913887
1448552985981529540,1.3959788084
1448552986083611679,1.39597761631
1448552986183359634,1.39592158794
1448552986284440530,1.39595556259
1448552986384866028,1.39590334892
1448552986480573968,1.39591503143
1448552986583651232,1.39600336552
1448552986682336984,1.39596736431
1448552986786971632,1.39599990845
1448552986881983632,1.39594686031
1448552986981011806,1.39599990845
1448552987083843746,1.39584767818
1448552987184977370,1.39588916302
1448552987284075107,1.39578187466
1448552987379326451,1.39580929279
1448552987490485634,1.39573705196
1448552987582483448,1.39575994015
1448552987685407825,1.39570569992
1448552987786009409,1.39566624165
1448552987886279700,1.39569032192
1448552988001808443,1.39571642876
1448552988185639597,1.39572036266
1448552988289449833,1.39576005936
1448552988386231129,1.39574158192
1448552988497231332,1.39567780495
1448552988585478087,1.39567124844
1448552988685341570,1.39574170113
1448552988777876597,1.39567255974
1448552988880590332,1.39568912983
1448552988976536507,1.39575719833
1448552989079615561,1.39579463005
1448552989207926893,1.3956990242
1448552989376929030,1.39573252201
