%time,field.data
1448552893908532919,7.18206729289e-06
1448552894010099243,7.0253222475e-06
1448552894108713222,7.15553778718e-06
1448552894208203504,7.1120443863e-06
1448552894309941453,6.93572337696e-06
1448552894408618058,6.92430239724e-06
1448552894509599182,7.41198346077e-06
1448552894608375058,7.17183002052e-06
1448552894718032517,7.28867325961e-06
1448552894822259492,7.36386573408e-06
1448552894918457244,7.5971820479e-06
1448552895018750521,7.25822746972e-06
1448552895107911850,7.36119682188e-06
1448552895208432081,7.07291064828e-06
1448552895308251252,7.2884340625e-06
1448552895482010832,7.08600509824e-06
1448552895598103276,7.38086009733e-06
1448552895682446169,7.31549971533e-06
1448552895809958226,7.35132880436e-06
1448552895909470384,7.05049296812e-06
1448552896076639426,6.87484225637e-06
1448552896185765344,6.9976767918e-06
1448552896283167939,7.25098425391e-06
1448552896385931945,7.2093084782e-06
1448552896487311207,7.28671739125e-06
1448552896591565423,7.06715854903e-06
1448552896689381670,7.16111208021e-06
1448552896786550811,7.29786097509e-06
1448552896888842483,7.17393368177e-06
1448552896982830209,6.98586291037e-06
1448552897091798059,6.86694647811e-06
1448552897209032349,6.98554322298e-06
1448552897375069330,6.78714286551e-06
1448552897476118641,6.90216029398e-06
1448552897608879743,6.69524069963e-06
1448552897708259048,6.96920869814e-06
1448552897808711410,6.52511380395e-06
1448552897985056291,7.0482992669e-06
1448552898084340217,7.12723067409e-06
1448552898209131730,7.00761665939e-06
1448552898312814928,6.80615266901e-06
1448552898414236444,7.02456691215e-06
1448552898513095266,7.06161836206e-06
1448552898613878931,6.68448046781e-06
1448552898713583613,6.81303254169e-06
1448552898814583963,6.64608478473e-06
1448552898913842848,7.05124011802e-06
1448552899014004839,7.0346868597e-06
1448552899117165562,6.76383024256e-06
1448552899214734177,6.99295060258e-06
1448552899315670190,7.44216185922e-06
1448552899414966623,7.10380845703e-06
1448552899513365978,7.16966769687e-06
1448552899617495754,7.01362569089e-06
1448552899719668933,7.15145552022e-06
1448552899813311801,7.18932142263e-06
1448552899986254276,7.49681339585e-06
1448552900088523783,7.50603248889e-06
1448552900189163408,7.485113656e-06
1448552900293227560,7.38303197068e-06
1448552900387727653,7.14143334335e-06
1448552900481215105,7.07754452378e-06
1448552900586393530,7.32682974558e-06
1448552900688171438,7.42210659155e-06
1448552900790947296,7.25373547539e-06
1448552900879104354,7.2620669016e-06
1448552900983641539,7.33040087653e-06
1448552901088123467,7.37855270927e-06
1448552901177305191,7.43249029256e-06
1448552901279384328,7.3237356446e-06
1448552901392943672,7.770027878e-06
1448552901506768724,7.2033417382e-06
1448552901672924814,7.28210125089e-06
1448552901778709227,7.50571962271e-06
1448552901880945599,7.07911931386e-06
1448552901984352534,7.46887917558e-06
1448552902079518971,7.31641966922e-06
1448552902177741493,7.31153841116e-06
1448552902297865436,7.42050815461e-06
1448552902388995897,7.14286716175e-06
1448552902491152417,7.51946299715e-06
1448552902588999367,7.16137310519e-06
1448552902693740417,7.09786900188e-06
1448552902785014074,7.38621110941e-06
1448552902912532461,7.23739231034e-06
1448552903008098393,7.16463091521e-06
1448552903180706701,7.33215256332e-06
1448552903273580934,7.18503042663e-06
1448552903385302442,7.26876487533e-06
1448552903485764854,7.110423212e-06
1448552903578798187,7.24972733224e-06
1448552903688538697,7.1652675615e-06
1448552903808653579,6.96039751347e-06
1448552903991285303,7.28088798496e-06
1448552904082618489,7.22720415069e-06
1448552904220473642,7.15369515092e-06
1448552904330246599,6.98719077263e-06
1448552904407621363,6.9005604928e-06
1448552904585311413,7.37978916732e-06
1448552904700304834,7.02728357282e-06
1448552904793991599,7.29484372641e-06
1448552904908967017,7.10135191184e-06
1448552905008107701,7.07000390321e-06
1448552905108880164,6.94777054377e-06
1448552905209333617,7.09135474608e-06
1448552905309681399,7.2317948252e-06
1448552905408031959,7.09396772436e-06
1448552905507800336,7.38819016988e-06
1448552905690118082,7.22366257833e-06
1448552905808395159,7.06649916538e-06
1448552905987192657,7.06057926436e-06
1448552906107925075,7.61297724239e-06
1448552906208812355,7.31632007955e-06
1448552906308198303,7.4661193139e-06
1448552906410514980,7.13425060894e-06
1448552906508116154,7.47298827264e-06
1448552906607969932,6.95425842423e-06
1448552906708977385,7.24719620848e-06
1448552906808652311,7.48499314795e-06
1448552906908650706,7.23030416339e-06
1448552907008910960,7.32780790713e-06
1448552907112947012,7.50810249883e-06
1448552907287146686,7.78140019975e-06
1448552907408209127,7.53657650421e-06
1448552907511342994,7.46383284422e-06
1448552907688829094,7.49345099393e-06
1448552907808168977,7.54416396376e-06
1448552907907705375,7.43466353015e-06
1448552908007767012,7.52515916247e-06
1448552908107737518,7.41590793041e-06
1448552908208584559,7.43660621083e-06
1448552908310485027,7.49970422476e-06
1448552908413845919,7.4085878623e-06
1448552908586957133,7.51274092181e-06
1448552908716686271,7.35482444725e-06
1448552908892257240,7.21643618817e-06
1448552909008765351,7.36045831218e-06
1448552909109932848,6.92526737112e-06
1448552909210656959,7.14710313332e-06
1448552909308120442,7.06208948031e-06
1448552909409287150,7.20719845049e-06
1448552909508355405,7.20303251001e-06
1448552909607960076,6.86790372129e-06
1448552909708383983,6.84084534441e-06
1448552909807711826,7.09163259671e-06
1448552909907702881,6.90550905347e-06
1448552910008133707,6.85722989147e-06
1448552910107739313,6.81519213686e-06
1448552910207606647,6.91478544468e-06
1448552910308729264,7.27304723114e-06
1448552910407810540,7.03934074409e-06
