%time,field.data
1448553046314443770,1.60140275955
1448553046409141271,1.60145282745
1448553046508047519,1.60146331787
1448553046608645995,1.60138273239
1448553046710428186,1.60150325298
1448553046811451783,1.6014251709
1448553046910880600,1.60153162479
1448553047008551190,1.60150742531
1448553047112481440,1.60143995285
1448553047209500900,1.6014431715
1448553047308472267,1.60142350197
1448553047408928828,1.60164761543
1448553047508386015,1.60152101517
1448553047683713747,1.60147678852
1448553047783699014,1.60150539875
1448553047882371164,1.60157620907
1448553047986570760,1.60147893429
1448553048097838691,1.60145807266
1448553048280875903,1.60140061378
1448553048384938141,1.60152721405
1448553048484298798,1.601390481
1448553048585220342,1.60132694244
1448553048684769333,1.6013917923
1448553048788348501,1.60147380829
1448553048914679718,1.60133194923
1448553049009661305,1.60139667988
1448553049185311791,1.60140764713
1448553049283547019,1.60148084164
1448553049388162871,1.60144805908
1448553049490389000,1.6013314724
1448553049588228426,1.60143566132
1448553049694048800,1.60143315792
1448553049792767782,1.60140788555
1448553049890365932,1.6014122963
1448553049984031037,1.60149657726
1448553050079017728,1.60144984722
1448553050182611787,1.60147643089
1448553050308138408,1.6016818285
1448553050413677124,1.60159671307
1448553050511853502,1.60162079334
1448553050612498277,1.60168576241
1448553050717384916,1.60165774822
1448553050813345010,1.60167849064
1448553050912375973,1.60161542892
1448553051013535266,1.60159087181
1448553051112832583,1.60168671608
1448553051215996581,1.60152721405
1448553051315212174,1.6015740633
1448553051413246530,1.60168111324
1448553051514782318,1.60167622566
1448553051616316058,1.60178816319
1448553051716552750,1.60163915157
1448553051814887481,1.60176968575
1448553051914937106,1.60165166855
1448553052013361424,1.6016638279
1448553052113663998,1.60159230232
1448553052218199652,1.60170030594
1448553052330932854,1.60170543194
1448553052441452873,1.60170793533
1448553052654118727,1.60168302059
1448553052753116784,1.60176181793
1448553052858076491,1.60178422928
1448553052963620187,1.60172963142
1448553053048547991,1.601755023
1448553053145534755,1.60174131393
1448553053298465186,1.60168409348
1448553053391290344,1.60174238682
1448553053477734242,1.60163068771
1448553053587519596,1.60172975063
1448553053688606897,1.6016241312
1448553053776678534,1.60153472424
1448553053911558529,1.60146939754
1448553054084521139,1.60157465935
1448553054187027192,1.601390481
1448553054275427095,1.60135531425
1448553054388675803,1.60127079487
1448553054477695009,1.60119974613
1448553054587564335,1.60128676891
1448553054673664034,1.60123288631
1448553054781962863,1.60135447979
1448553054884512249,1.60126698017
1448553054989624818,1.6012326479
1448553055091492910,1.60126709938
1448553055193650454,1.60137057304
1448553055292060551,1.60128545761
1448553055379163660,1.6014726162
1448553055483598330,1.60140490532
1448553055585002313,1.60135936737
1448553055687152689,1.6014213562
1448553055789584029,1.60142862797
1448553055881143634,1.60136795044
1448553055991854851,1.601334095
1448553056085933203,1.60151255131
1448553056195361096,1.60156702995
1448553056314691986,1.60169148445
1448553056424309636,1.60162115097
1448553056527323862,1.60170900822
1448553056625982499,1.60181319714
1448553056707912608,1.60184109211
1448553056887176452,1.60173296928
1448553056988297488,1.60184574127
1448553057089623707,1.60170304775
1448553057210648966,1.60184204578
1448553057310751066,1.60178816319
1448553057412745318,1.60185337067
1448553057512195251,1.60189330578
1448553057613803812,1.60178935528
1448553057714826007,1.60173749924
1448553057811170446,1.6018255949
1448553057910553300,1.60173141956
1448553058010040095,1.60179960728
1448553058110820073,1.60169398785
1448553058209279983,1.60189759731
1448553058308582070,1.60174119473
1448553058408350412,1.60182726383
1448553058516740484,1.60173046589
1448553058614560274,1.60187470913
1448553058712299556,1.60181379318
1448553058880833667,1.60173034668
1448553058996378987,1.60171437263
