%time,field.data
1448552785709670697,1.00365209579
1448552785808625160,1.00364339352
1448552785909174492,1.00367689133
1448552786014511195,1.00368452072
1448552786181188428,1.00365507603
1448552786313419762,1.00358867645
1448552786479301436,1.00355708599
1448552786612538879,1.00351023674
1448552786713385436,1.00350952148
1448552786812657991,1.00346517563
1448552786913331871,1.00351321697
1448552787012757225,1.00349199772
1448552787112416904,1.00356626511
1448552787208265298,1.0035674572
1448552787308421978,1.00352096558
1448552787410375757,1.00356471539
1448552787507812792,1.00353741646
1448552787608062070,1.00355863571
1448552787707727741,1.00355160236
1448552787808067543,1.0035367012
1448552787907760583,1.00354480743
1448552788008080289,1.00357496738
1448552788108068992,1.00358295441
1448552788208020323,1.00365889072
1448552788308258428,1.00370550156
1448552788408264826,1.00370585918
1448552788509276350,1.00374162197
1448552788612621050,1.00375568867
1448552788708103255,1.00375247002
1448552788808304004,1.00366091728
1448552788908268303,1.0037728548
1448552789007933104,1.00372982025
1448552789108206770,1.00368702412
1448552789208176176,1.00373339653
1448552789308453930,1.00373363495
1448552789408885435,1.00373268127
1448552789507873206,1.00366926193
1448552789608152208,1.00370502472
1448552789708223576,1.00366795063
1448552789807975926,1.00374567509
1448552789908161694,1.00372111797
1448552790007768951,1.00369346142
1448552790107767614,1.00374233723
1448552790209425432,1.00368881226
1448552790316815731,1.00378513336
1448552790408065051,1.00366687775
1448552790578751640,1.00368750095
1448552790679158990,1.0036303997
1448552790804111571,1.00355374813
1448552790908642194,1.00352716446
1448552791078304966,1.00353944302
1448552791177886533,1.00349032879
1448552791279676107,1.00350654125
1448552791371740006,1.0034686327
1448552791473623951,1.00345170498
1448552791587635971,1.00352632999
1448552791676732914,1.00350427628
1448552791781579837,1.00349318981
1448552791872951876,1.00354135036
1448552791980564408,1.00350868702
1448552792079880443,1.00351822376
1448552792175222831,1.00352215767
1448552792290259736,1.00348329544
1448552792408195359,1.00347852707
1448552792513988921,1.00349855423
1448552792608142399,1.00359654427
1448552792712751640,1.0035418272
1448552792812704575,1.0035970211
1448552792913211961,1.0035867691
1448552793019033510,1.00363492966
1448552793108240804,1.00356674194
1448552793208368872,1.00360453129
1448552793313601383,1.00365447998
1448552793414312593,1.00365376472
1448552793512416714,1.00370633602
1448552793612107990,1.00364434719
1448552793712123408,1.00374233723
1448552793811758835,1.00364589691
1448552793913762884,1.0036854744
1448552794012093581,1.0036188364
1448552794107899893,1.00363910198
1448552794212379315,1.00362277031
1448552794311546772,1.00364911556
1448552794411507929,1.00362789631
1448552794519950189,1.0037304163
1448552794608066517,1.00370430946
1448552794707895308,1.00372552872
1448552794808531328,1.00365650654
1448552794908219763,1.00368273258
1448552795007796280,1.00362050533
1448552795109217060,1.00360250473
1448552795208192827,1.00358510017
1448552795307942904,1.00358307362
1448552795407933542,1.0035867691
1448552795508265832,1.00353634357
1448552795608358797,1.00354671478
1448552795708464201,1.00351107121
1448552795807907852,1.00345134735
1448552795908097986,1.00349497795
1448552796008067060,1.00353467464
1448552796109589607,1.00351786613
1448552796209219041,1.00349295139
1448552796308324223,1.00349223614
1448552796408026707,1.00349330902
1448552796509246109,1.00354278088
1448552796609520633,1.00346541405
1448552796710241282,1.00355756283
1448552796809164510,1.00351417065
1448552796908838891,1.00350809097
1448552797009272431,1.00351595879
1448552797109591372,1.00359177589
1448552797208718248,1.00359880924
1448552797309492146,1.00360310078
1448552797409042591,1.00354623795
