%time,field.data
1448553046314451210,5.38452004548e-05
1448553046409154289,5.45947332284e-05
1448553046508051625,5.36658626515e-05
1448553046608652016,5.40592736797e-05
1448553046710436959,5.40533583262e-05
1448553046811524438,5.44525828445e-05
1448553046910979272,5.47162344446e-05
1448553047008634325,5.41126319149e-05
1448553047112556073,5.43566056876e-05
1448553047209510935,5.52914571017e-05
1448553047308480923,5.47605595784e-05
1448553047408931315,5.46073824808e-05
1448553047508389138,5.57515777473e-05
1448553047683724017,5.32126905455e-05
1448553047783732648,5.39445209142e-05
1448553047882381837,5.26826443092e-05
1448553047986632840,5.27344382135e-05
1448553048097865608,5.46247429156e-05
1448553048280887841,5.40569562872e-05
1448553048384960422,5.45076436538e-05
1448553048484305708,5.39081411262e-05
1448553048585226594,5.38625536137e-05
1448553048684777691,5.32818994543e-05
1448553048788390190,5.40414948773e-05
1448553048914689848,5.46907431271e-05
1448553049009669100,5.4980526329e-05
1448553049185336337,5.38477215741e-05
1448553049283556357,5.3416537412e-05
1448553049388170622,5.43200148968e-05
1448553049490399592,5.45467701158e-05
1448553049588334320,5.30611068825e-05
1448553049694050279,5.38275016879e-05
1448553049792775948,5.23829912709e-05
1448553049890372868,5.35899816896e-05
1448553049984037090,5.26258118043e-05
1448553050079024122,5.29630669917e-05
1448553050182651237,5.31872865395e-05
1448553050308145431,5.27612974111e-05
1448553050413727264,5.38952590432e-05
1448553050511888123,5.45976326976e-05
1448553050612527191,5.37157466169e-05
1448553050717435822,5.18894376e-05
1448553050813352934,5.36332190677e-05
1448553050912391877,5.36037732672e-05
1448553051013567321,5.39942120668e-05
1448553051112840453,5.41429035366e-05
1448553051216002259,5.43231872143e-05
1448553051315228432,5.38709609827e-05
1448553051413255911,5.36099832971e-05
1448553051514789073,5.34822465852e-05
1448553051616362682,5.54816688236e-05
1448553051716563391,5.35549697815e-05
1448553051814894853,5.35114049853e-05
1448553051914944478,5.45783077541e-05
1448553052013370852,5.47832605662e-05
1448553052113712765,5.44861286471e-05
1448553052218227068,5.45346920262e-05
1448553052330994639,5.4460579122e-05
1448553052441455864,5.53229547222e-05
1448553052654137314,5.31134610355e-05
1448553052753128095,5.37608066224e-05
1448553052858084690,5.57023813599e-05
1448553052963627721,5.46840128663e-05
1448553053048550441,5.44235808775e-05
1448553053145540659,5.40785040357e-05
1448553053298469722,5.37018895557e-05
1448553053391301796,5.36891166121e-05
1448553053477782238,5.28336495336e-05
1448553053587535258,5.33803722647e-05
1448553053688742967,5.3985077102e-05
1448553053776685785,5.49972464796e-05
1448553053911567747,5.30705838173e-05
1448553054084670733,5.4215608543e-05
1448553054187072845,5.45916554984e-05
1448553054275432669,5.32178055437e-05
1448553054388720034,5.42912312085e-05
1448553054477708716,5.36435145477e-05
1448553054587638412,5.21165056853e-05
1448553054673692787,5.34048194822e-05
1448553054782020177,5.3803967603e-05
1448553054884542844,5.37606138096e-05
1448553054989646736,5.33783677383e-05
1448553055091525595,5.13056402269e-05
1448553055193685943,5.4059564718e-05
1448553055292126914,5.48170501133e-05
1448553055379164606,5.43425448996e-05
1448553055483631307,5.28183409187e-05
1448553055585024206,5.43336864212e-05
1448553055687247478,5.3755738918e-05
1448553055789595291,5.47324416402e-05
1448553055881178135,5.49433898414e-05
1448553055991862280,5.58259234822e-05
1448553056085983788,5.40511900908e-05
1448553056195369616,5.40586479474e-05
1448553056314700814,5.28059681528e-05
1448553056424309802,5.44469148736e-05
1448553056527330471,5.42814268556e-05
1448553056625986348,5.42361012776e-05
1448553056707920286,5.46610572201e-05
1448553056887257008,5.41074841749e-05
1448553056988308139,5.54806028958e-05
1448553057089632508,5.36045881745e-05
1448553057210702723,5.40035871381e-05
1448553057310758122,5.32624544576e-05
1448553057412753312,5.44992217328e-05
1448553057512466272,5.37640044058e-05
1448553057613816226,5.34758910362e-05
1448553057714849823,5.31196601514e-05
1448553057811278979,5.27592346771e-05
1448553057910561891,5.34254686499e-05
1448553058010162223,5.36426705366e-05
1448553058110918663,5.39363536518e-05
1448553058209319386,5.50261465833e-05
1448553058308684104,5.36880543223e-05
1448553058408357475,5.30433790118e-05
1448553058516925714,5.38950116606e-05
1448553058614567971,5.48571588297e-05
1448553058712307273,5.34252721991e-05
1448553058880948747,5.42223206139e-05
1448553058996413120,5.37382547918e-05
