%time,field.data
1448552785709654027,8.10326855571e-06
1448552785808617393,8.07636752143e-06
1448552785909079184,8.37387960928e-06
1448552786014515280,8.49605385156e-06
1448552786181194116,8.47888804856e-06
1448552786313413025,8.52565517562e-06
1448552786479276377,8.41979272082e-06
1448552786612501102,8.27068561193e-06
1448552786713326404,8.32968999021e-06
1448552786812661282,8.02214799478e-06
1448552786913269635,8.34311958897e-06
1448552787012766857,8.00864563644e-06
1448552787112416685,8.67623566592e-06
1448552787208235509,8.46764305606e-06
1448552787308363842,8.41335076984e-06
1448552787410365891,8.49054958962e-06
1448552787507783143,8.16160263639e-06
1448552787607993909,8.32976274978e-06
1448552787707735033,8.0311738202e-06
1448552787808072320,8.05982290331e-06
1448552787907764460,7.85010161053e-06
1448552788008051172,8.26977702673e-06
1448552788108021066,8.3387722043e-06
1448552788208006695,8.34557158669e-06
1448552788308251379,8.40067423269e-06
1448552788408186464,8.55955568113e-06
1448552788509277661,8.57596660353e-06
1448552788612627653,8.51810818858e-06
1448552788708100655,8.51920049172e-06
1448552788808313242,8.48848685564e-06
1448552788908276229,8.3974100562e-06
1448552789007924013,8.31015040603e-06
1448552789108198240,8.3363520389e-06
1448552789208134930,8.63035984366e-06
1448552789308406809,8.58388193592e-06
1448552789408877379,8.67332164489e-06
1448552789507881481,8.39821404952e-06
1448552789608161882,8.50622018334e-06
1448552789708222810,8.49733987707e-06
1448552789807975986,8.46520197229e-06
1448552789908124155,8.71439442562e-06
1448552790007762947,8.37053539726e-06
1448552790107759656,8.46663988341e-06
1448552790209368140,8.41447126732e-06
1448552790316784765,8.63305012899e-06
1448552790408000291,8.75723344507e-06
1448552790578751929,8.80187872099e-06
1448552790679166572,8.37299467094e-06
1448552790804110496,8.6052405095e-06
1448552790908641965,8.13558381196e-06
1448552791078305067,8.79350773175e-06
1448552791177893528,8.38812047732e-06
1448552791279670130,8.52439279697e-06
1448552791371745646,8.39420499688e-06
1448552791473630123,8.31247052702e-06
1448552791587584778,8.69901214173e-06
1448552791676726121,8.60320778884e-06
1448552791781579472,8.58873681864e-06
1448552791872962315,8.52376433613e-06
1448552791980558568,8.38170672068e-06
1448552792079745525,8.50931883178e-06
1448552792175133202,8.38327741803e-06
1448552792290276711,8.22900801722e-06
1448552792408199744,8.56964288687e-06
1448552792513999359,8.30474346003e-06
1448552792608136009,8.75666592037e-06
1448552792712756649,8.47212777444e-06
1448552792812697320,8.38054165797e-06
1448552792913204304,8.70179519552e-06
1448552793019041190,8.8348688223e-06
1448552793108248267,8.60779255163e-06
1448552793208369183,8.38298001327e-06
1448552793313512791,8.46076454764e-06
1448552793414274049,8.6763411673e-06
1448552793512416406,8.52248922456e-06
1448552793612078582,8.56040060171e-06
1448552793712114635,8.91498621058e-06
1448552793811765303,8.46233524499e-06
1448552793913770500,8.43399629957e-06
1448552794012100079,8.65407855599e-06
1448552794107903430,8.48935542308e-06
1448552794212390560,8.44425085234e-06
1448552794311546770,8.54892914504e-06
1448552794411501481,8.47029241413e-06
1448552794519945051,8.63357399794e-06
1448552794608012607,8.82270614966e-06
1448552794707888674,8.83865141077e-06
1448552794808538622,9.09002119442e-06
1448552794908215305,8.6813888629e-06
1448552795007789888,8.90570390766e-06
1448552795109224818,8.60349882714e-06
1448552795208186642,8.55837515701e-06
1448552795307941582,8.77098500496e-06
1448552795407906033,8.90224964678e-06
1448552795508226574,8.82014410308e-06
1448552795608308905,8.63129116624e-06
1448552795708456480,8.58930070535e-06
1448552795807924444,8.21882713353e-06
1448552795908104117,8.49768366606e-06
1448552796008059611,8.53906840348e-06
1448552796109511764,8.66132359079e-06
1448552796209191491,8.60014733917e-06
1448552796308317332,8.49223943078e-06
1448552796408133288,8.50551623444e-06
1448552796509199538,8.7727457867e-06
1448552796609525602,8.37459901959e-06
1448552796710215095,8.85674489837e-06
1448552796809117152,8.55496546137e-06
1448552796908784821,8.79868184711e-06
1448552797009292845,8.52382436278e-06
1448552797109565482,8.7812259153e-06
1448552797208728373,8.90095452633e-06
1448552797309441954,8.74230318004e-06
1448552797409012387,8.29057262308e-06
